pdb_id,pdb_path,chain1,chain2,lig_code,lig_smiles,lig_resi
7gko-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gko-b.pdb,B,B,LIG,O=C(Nc1cncc2ccccc12)[C@@H]1CN(S(=O)(=O)c2ncc[nH]2)Cc2ccc(Cl)cc21,403
7gdd-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gdd-a.pdb,A,A,LIG,O=C(Cc1cccc(Cl)c1)Nc1cncc2ccccc12,403
7ggc-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7ggc-a.pdb,A,A,LIG,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@H]2C[C@H]2C(F)(F)F)c1,404
7gho-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gho-a.pdb,A,A,LIG,O=C1[C@H](c2cccc(Cl)c2)CCN1c1cncc2ccccc12,404
7gho-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gho-b.pdb,B,B,LIG,O=C1[C@H](c2cccc(Cl)c2)CCN1c1cncc2ccccc12,403
7gde-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gde-a.pdb,A,A,LIG,Cc1cncc(NC(=O)Cc2cccc(Cl)c2)c1,404
7gk4-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gk4-a.pdb,A,A,LIG,CCc1cc(Cl)cc(CC(=O)Nc2cncc3ccccc23)c1,408
7gj0-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gj0-a.pdb,A,A,LIG,CN(C)CC(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,404
7gj0-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gj0-b.pdb,B,B,LIG,CN(C)CC(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,403
7gi4-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gi4-a.pdb,A,A,LIG,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O[C@H]2CC(=O)N2)c1,402
7gi4-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gi4-b.pdb,B,B,LIG,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O[C@H]2CC(=O)N2)c1,404
7gfc-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gfc-a.pdb,A,A,LIG,O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2cccc(C(F)(F)F)c2)CC1,404
7gme-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gme-a.pdb,A,A,LIG,O=C(Cc1cccc(Cl)c1)Nc1cncc2cc(C(=O)O)ccc12,407
7gme-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gme-b.pdb,B,B,LIG,O=C(Cc1cccc(Cl)c1)Nc1cncc2cc(C(=O)O)ccc12,406
7gk5-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gk5-a.pdb,A,A,LIG,O=C1[C@H](c2cccc(Cl)c2)CCN1c1cncc2ccccc12,408
7gk5-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gk5-b.pdb,B,B,LIG,O=C1[C@H](c2cccc(Cl)c2)CCN1c1cncc2ccccc12,403
7gj9-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gj9-a.pdb,A,A,LIG,CC(=O)Nc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)cn1,403
7gj9-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gj9-b.pdb,B,B,LIG,CC(=O)Nc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)cn1,406
7ggh-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7ggh-a.pdb,A,A,LIG,O=C1[C@H](c2cccc(Cl)c2)CCCN1c1cncc2ccccc12,404
7glh-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7glh-a.pdb,A,A,LIG,COc1cc2c(NC(=O)Cc3cccc(Cl)c3)cncc2cc1F,407
7gmt-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gmt-a.pdb,A,A,LIG,NC(=O)c1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,408
7vvp-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7vvp-a.pdb,B,B,LIG,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)COP(=O)(O)O)cc12,301
7ghm-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7ghm-a.pdb,A,A,LIG,O=C1C[C@H](Oc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)N1,403
7ghm-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7ghm-b.pdb,B,B,LIG,O=C1C[C@H](Oc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)N1,403
7ggq-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7ggq-a.pdb,A,A,LIG,O=C(Nc1cncc2ccccc12)[C@@H]1CCNc2ccc(Cl)cc21,404
5reo-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5reo-a.pdb,A,A,LIG,CC(=O)NCc1ccc2c(c1)OCO2,404
7gmg-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gmg-a.pdb,A,A,LIG,CNC(=O)CN1C[C@@H](C(=O)Nc2cncc3ccc(F)cc23)c2cc(Cl)ccc2C1=O,407
7gmg-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gmg-b.pdb,B,B,LIG,CNC(=O)CN1C[C@@H](C(=O)Nc2cncc3ccc(F)cc23)c2cc(Cl)ccc2C1=O,404
7gbo-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gbo-a.pdb,A,A,LIG,Cc1ccncc1NC(=O)C1(c2cccc(Cl)c2)CC1,404
7gjt-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gjt-a.pdb,A,A,LIG,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCC[C@@H]1c1cn[nH]c1,403
7ghv-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7ghv-a.pdb,A,A,LIG,O=C(Cc1cccc(Cl)n1)Nc1cncc2ccccc12,404
7ghv-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7ghv-b.pdb,B,B,LIG,O=C(Cc1cccc(Cl)n1)Nc1cncc2ccccc12,403
7gb7-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gb7-a.pdb,A,A,LIG,O=C(Nc1cccnc1)N(CCN1CCOCC1)c1cccc(Cl)c1,1001
7gdh-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gdh-a.pdb,A,A,LIG,NS(=O)(=O)c1ccc2c(c1)[C@H](O)C(=O)N2,405
7gk7-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gk7-a.pdb,A,A,LIG,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC[C@@H]1Cn1ccnc1,406
5re5-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5re5-a.pdb,A,A,LIG,NC(=O)C1CCN(C(=O)Nc2ccccc2)CC1,404
7gb8-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gb8-a.pdb,A,A,LIG,Cc1ccncc1NC(=O)Cc1cccc(C(F)(F)F)c1,405
7ggt-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7ggt-a.pdb,A,A,LIG,O=C(Nc1cncc2c1CNCC2)[C@@H]1CCOc2ccc(Cl)cc21,404
5rhb-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rhb-a.pdb,A,A,LIG,N=Cc1ncccn1,406
7gk8-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gk8-a.pdb,A,A,LIG,CC(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,406
7gk8-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gk8-b.pdb,B,B,LIG,CC(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,404
7gmi-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gmi-a.pdb,A,A,LIG,CNC(=O)c1ccc2c(NC(=O)Cc3cccc(Cl)c3)cncc2c1,407
7gmi-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gmi-b.pdb,B,B,LIG,CNC(=O)c1ccc2c(NC(=O)Cc3cccc(Cl)c3)cncc2c1,406
5rf2-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rf2-a.pdb,A,A,LIG,CCC(N)=[NH2+],404
7gdj-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gdj-a.pdb,A,A,LIG,Cc1cnncc1NC(=O)Cc1cccc(Cl)c1,404
5rhc-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rhc-a.pdb,A,A,LIG,N=Cc1ncc[nH]1,1001
7gk9-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gk9-a.pdb,A,A,LIG,O=C1N(c2cncc3ccccc23)CCC[C@]12CCOc1ccc(Cl)cc12,408
7gk9-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gk9-b.pdb,B,B,LIG,O=C1N(c2cncc3ccccc23)CCC[C@]12CCOc1ccc(Cl)cc12,403
7gdt-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gdt-a.pdb,A,A,LIG,Cc1c([C@@H](C)C(=O)O)ccc2c1[nH]c1ccc(Cl)cc12,406
7gly-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gly-a.pdb,A,A,LIG,CN(CCO)S(=O)(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,407
7gly-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gly-b.pdb,B,B,LIG,CN(CCO)S(=O)(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,405
7gmj-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gmj-a.pdb,A,A,LIG,O=C1N(c2cncc3ccccc23)CC[C@]12CCOc1ccc(Cl)cc12,409
7gmj-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gmj-b.pdb,B,B,LIG,O=C1N(c2cncc3ccccc23)CC[C@]12CCOc1ccc(Cl)cc12,404
5rf3-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rf3-a.pdb,A,A,LIG,Nc1cncnc1,404
7gdk-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gdk-a.pdb,A,A,LIG,Cc1n[nH]cc1NC(=O)Cc1cccc(Cl)c1,404
7gml-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gml-a.pdb,A,A,LIG,CN(c1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1)S(C)(=O)=O,408
7gml-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gml-b.pdb,B,B,LIG,CN(c1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1)S(C)(=O)=O,405
7gmk-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gmk-a.pdb,A,A,LIG,CN(C)c1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,408
7gmk-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gmk-b.pdb,B,B,LIG,CN(C)c1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,404
7giy-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7giy-a.pdb,A,A,LIG,Cc1ccncc1NC(=O)[C@@H]1CCOc2ccc(Cl)cc21,404
7giy-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7giy-b.pdb,B,B,LIG,Cc1ccncc1NC(=O)[C@@H]1CCOc2ccc(Cl)cc21,403
7gdl-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gdl-a.pdb,A,A,LIG,Cc1ccncc1N(C)C(=O)Cc1cccc(Cl)c1,404
5rhe-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rhe-a.pdb,A,A,LIG,COc1ccc(NC(=O)C2CCN(C(C)=O)CC2)cn1,1001
5reb-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5reb-a.pdb,A,A,LIG,OC1CCN(Cc2ccsc2)CC1,404
5rh0-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rh0-a.pdb,A,A,LIG,Cc1ccc(NC(=O)Nc2cccnc2)s1,1001
5rfg-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rfg-a.pdb,A,A,LIG,CC(=O)N(c1ccccc1)[C@H]1C=CS(=O)(=O)C1,404
5rhf-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rhf-a.pdb,A,A,LIG,CC(=O)N1CCC(C(=O)N(C)c2ccccc2)CC1,405
5rgl-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rgl-a.pdb,A,A,LIG,CC(=O)N1CCN(C(=O)c2ccc(C)cc2)CC1,404
5rf6-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rf6-a.pdb,A,A,LIG,N#Cc1ccc(N2CCCOCC2)cn1,404
7gdn-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gdn-a.pdb,A,A,LIG,O=C(Nc1nncn1C1CC1)[C@@H]1CCOc2ccccc21,405
7gmn-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gmn-a.pdb,A,A,LIG,O=C(Cc1cccc(Cl)c1)Nc1cncc2cc(OCCN3CCCC3)ccc12,408
5rgu-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rgu-a.pdb,A,A,LIG,O=C(Cc1cncnc1)Nc1cccc(O[C@@H]2CC(=O)N2)c1,1001
5rf7-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rf7-a.pdb,A,A,LIG,CN1CCN(C(=O)Cc2c[nH]c3ncccc23)CC1,404
7gdo-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gdo-a.pdb,A,A,LIG,Cn1ccc(CN(C(=O)Cc2cccnc2)c2ccc(-c3ccccn3)cc2)n1,405
7gmo-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gmo-a.pdb,A,A,LIG,O=C1NCC[C@H]1N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,408
7gg0-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gg0-a.pdb,A,A,LIG,O=C(Cc1cccc(Cl)c1)Nc1nnc2ccccn12,404
7gf4-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gf4-a.pdb,A,A,LIG,Cc1ccncc1NC(=O)[C@H](C)OC(F)F,404
7gcc-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gcc-a.pdb,A,A,LIG,Cc1ccncc1NC(=O)Cc1cccc(C2CC2)c1,405
7gdq-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gdq-a.pdb,A,A,LIG,COC(=O)c1cc(Br)cc2c1NC(=O)[C@@H]2O,406
7ge8-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7ge8-a.pdb,A,A,LIG,O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2ccccc2F)CC1,404
7gbg-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gbg-a.pdb,A,A,LIG,CC[C@H](C(=O)Nc1cnncc1C)c1cccc(Cl)c1,404
7gh5-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gh5-a.pdb,A,A,LIG,Cc1ccncc1NC(=O)Nc1cccc(Cl)c1,1001
7gcl-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gcl-a.pdb,A,A,LIG,CC(=O)Nc1ccncc1NC(=O)[C@@H]1Cc2ccc(F)cc21,405
7gbp-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gbp-a.pdb,A,A,LIG,Cc1ccncc1NC(=O)[C@H](c1cccc(Cl)c1)N(C)C,405
7gmr-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gmr-a.pdb,A,A,LIG,CS(=O)(=O)Oc1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,407
7gmr-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gmr-b.pdb,B,B,LIG,CS(=O)(=O)Oc1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,406
7gcu-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gcu-a.pdb,A,A,LIG,Cc1ccncc1NC(=O)C1(c2cccc(Cl)c2)CC(=O)C1,404
7gds-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gds-a.pdb,A,A,LIG,O=C1[C@H](O)c2cc(Br)ccc2N1Cc1ncon1,405
7gms-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gms-a.pdb,A,A,LIG,CS(=O)(=O)Nc1ccc2c(NC(=O)[C@@H]3CN(S(=O)(=O)CC4(C#N)CC4)Cc4ccc(Cl)cc43)cncc2c1,407
5ree-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5ree-a.pdb,A,A,LIG,C[C@@H]1[C@@H](O)CCCN1Cc1ccccc1,404
7gbe-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gbe-a.pdb,A,A,LIG,O=C(Nc1nncn1C1CC1)[C@@H]1CCOc2ccc(Cl)cc21,1001
7gjj-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gjj-a.pdb,A,A,LIG,CCS(=O)(=O)N1CCN(c2cc(Cl)cc(CC(=O)Nc3cncc4ccccc34)c2)CC1,403
7gdu-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gdu-a.pdb,A,A,LIG,Cc1ccncc1NC(=O)C[C@H](c1ccsc1)N1CCC(O)CC1,405
7gmu-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gmu-a.pdb,A,A,LIG,CC(=O)Nc1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,407
7ggj-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7ggj-a.pdb,A,A,LIG,O=C(Nc1cncc2cnccc12)[C@@H]1CCOc2ccc(Cl)cc21,404
7gn0-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gn0-a.pdb,A,A,LIG,O=C(CN1C[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O)NC1COC1,407
7gm4-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gm4-a.pdb,A,A,LIG,CNC(=O)CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3cc(F)ccc23)C1,407
7gm4-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gm4-b.pdb,B,B,LIG,CNC(=O)CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3cc(F)ccc23)C1,405
7gmv-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gmv-a.pdb,A,A,LIG,CNC(=O)CN1Cc2ccc(Cl)cc2[C@@]2(CCN(c3cncc4ccccc34)C2=O)C1,407
7gmv-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gmv-b.pdb,B,B,LIG,CNC(=O)CN1Cc2ccc(Cl)cc2[C@@]2(CCN(c3cncc4ccccc34)C2=O)C1,405
7gig-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gig-a.pdb,A,A,LIG,N#Cc1cccc(CC(=O)Nc2cncc3ccccc23)c1,404
7gkc-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gkc-a.pdb,A,A,LIG,CNC(=O)COC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,408
7gkc-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gkc-b.pdb,B,B,LIG,CNC(=O)COC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,403
7glo-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7glo-a.pdb,A,A,LIG,O=C(Cc1cccc(Cl)c1)Nn1cnc2ccccc21,408
7glo-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7glo-b.pdb,B,B,LIG,O=C(Cc1cccc(Cl)c1)Nn1cnc2ccccc21,405
7gn9-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gn9-a.pdb,A,A,LIG,CNC(=O)C1(N2C[C@@H](C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)CC1,406
7gn9-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gn9-b.pdb,B,B,LIG,CNC(=O)C1(N2C[C@@H](C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2=O)CC1,404
7gkh-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gkh-a.pdb,A,A,LIG,O=C(Nc1cnccc1C1CC1)[C@@H]1CCNc2cc(Cl)c(Cl)cc21,408
7gjl-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gjl-a.pdb,A,A,LIG,O=C1[C@@H](c2ccc(Cl)c(Cl)c2)CCCN1c1cncc2ccccc12,403
7gip-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gip-a.pdb,A,A,LIG,O=C(Nc1cncc2ccccc12)[C@@H]1CCN(Cc2ncc[nH]2)c2ccc(Cl)cc21,404
7gip-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gip-b.pdb,B,B,LIG,O=C(Nc1cncc2ccccc12)[C@@H]1CCN(Cc2ncc[nH]2)c2ccc(Cl)cc21,404
5rl2-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rl2-a.pdb,A,A,LIG,CCC(=O)N(c1ccc(C(C)(C)C)cc1)[C@@H](C(=O)NCCOC)c1cccnc1,1001
